youtube_id,start_second,end_second,onto
q1XIlR7m3C0,0.0,10.0,/m/0g6b5
q1dz2q10GjE,110.0,120.0,/m/0g6b5
q1ivQ_2fddk,150.0,160.0,/m/07qlf79
q1mVYResxnY,100.0,110.0,/m/0199g
q1yjaG_LeaM,30.0,40.0,/m/07qlf79
q2A6IApgPME,30.0,40.0,/m/0199g
q2KDesJPjog,0.0,10.0,/m/02k_mr
q2aMYB5M8uk,160.0,170.0,/m/03vt0
q2drnq59CYY,30.0,40.0,/m/07qlf79
q3-SjVD9bag,6.0,16.0,/m/07qlf79
q32lTgyayu4,110.0,120.0,/m/02k_mr
q32ywNos9zQ,30.0,40.0,/m/02k_mr
q35PnM7KVaY,18.0,28.0,/m/0199g
q36GQKVQyOY,30.0,40.0,/m/0g6b5
q3CeS09qQ2g,80.0,90.0,/m/05kq4
q3EmjfGik3k,60.0,70.0,/m/05kq4
q3SrhEwoBOs,6.0,16.0,/m/07qlf79
q3dHkEeysro,10.0,20.0,/m/03vt0
q3e5KWDDZvY,140.0,150.0,/m/0_ksk
q3w7vYePJZg,30.0,40.0,/m/07qlf79
q46VXJ6JN9M,10.0,20.0,/m/07qlf79
q4AqryJVq_g,180.0,190.0,/m/0199g
q4HAzbVgOZU,80.0,90.0,/m/0_ksk
q4IqnIohVeI,120.0,130.0,/m/02k_mr
q4Phmyo6Jps,20.0,30.0,/m/0g6b5
q4Wl97gRRGc,280.0,290.0,/m/0_ksk
q4adS-4SuEY,110.0,120.0,/m/0199g
q4weaFyGkjs,0.0,10.0,/m/06mb1
q53cyOZktGU,220.0,230.0,/m/0g6b5
q5NWQIGnze8,10.0,20.0,/m/05kq4
q65oQ5Bdtuc,0.0,10.0,/m/0199g
q6KAOw476b8,50.0,60.0,/m/02k_mr
q6KYl4MDQ8Q,25.0,35.0,/m/06_fw
q6RgoxpkQmU,40.0,50.0,/m/06mb1
q6oack82xsg,470.0,480.0,/m/0_ksk
q6v9Znurkmk,0.0,10.0,/m/06_fw
q72p3bYjShI,30.0,40.0,/m/07qlf79
q779mVSes9g,30.0,40.0,/m/05kq4
q7LgOp6iZE4,30.0,40.0,/m/02k_mr
q7Nt3gq1zxQ,20.0,30.0,/m/0g6b5
q7ON4Ee-FMw,11.0,21.0,/m/07qlf79
q7OV-IELZMo,25.0,35.0,/m/06mb1
q7TLw_Of54o,60.0,70.0,/m/03k3r
q7kMvrxDgGI,30.0,40.0,/m/07qlf79
q7t2ug6UdF4,10.0,20.0,/m/03k3r
q7tIlwcZ7A8,580.0,590.0,/m/0199g
q7yOFBDAj3s,2.0,12.0,/m/03k3r
q8A67qEiXnY,90.0,100.0,/m/03vt0
q8IwvpbMIdg,240.0,250.0,/m/02k_mr
q8JH0PM75D4,200.0,210.0,/m/07qlf79
q8h_DalTjV0,250.0,260.0,/m/0199g
q8rtBUt8dRI,30.0,40.0,/m/0_ksk
q8xrV_Nu2Wc,70.0,80.0,/m/02k_mr
q8yQ2yA_OfQ,0.0,7.0,/m/07qlf79
q9KWUJUBpS4,25.0,35.0,/m/07qlf79
q9SgFENuLS4,150.0,160.0,/m/03vt0
q9ZltWhvonI,0.0,10.0,/m/06_fw
q9bJvUGMjok,30.0,40.0,/m/06_fw
q9eaehi4qFY,30.0,40.0,/m/07qlf79
q9hNhvILHOQ,120.0,130.0,/m/0g6b5
q9l8kZcGkxg,150.0,160.0,/m/03vt0
qA7XZVBEfLk,300.0,310.0,/m/03vt0
qA7t6YjV9TE,130.0,140.0,/m/03vt0
qABCdW857pE,40.0,50.0,/m/06_fw
qADDrXNJ8hg,20.0,30.0,/m/02k_mr
qAHMZSNpwY0,200.0,210.0,/m/06mb1
qAHydxzskj8,70.0,80.0,/m/03vt0
qAJOAzRRGo0,30.0,40.0,/m/07qlf79
qAK8ZKw6CU8,260.0,270.0,/m/02k_mr
qALb37RDBIE,220.0,230.0,/m/06_fw
qAQYP_BHh4Y,120.0,130.0,/m/0g6b5
qAY9DHN7_mw,190.0,200.0,/m/06_fw
qAw37ei61S0,30.0,40.0,/m/06_fw
qAyHS3IF08U,30.0,40.0,/m/02k_mr
qBA46cOeg0w,30.0,40.0,/m/06mb1
qBFM3xVG6ts,460.0,470.0,/m/0199g
qBHQaHguzSg,30.0,40.0,/m/0_ksk
qBLrWOA7bAM,30.0,40.0,/m/07qlf79
qBf27IrT8bw,30.0,40.0,/m/03k3r
qBk4aq1tGzs,40.0,50.0,/m/03vt0
qBlOJx4Ko_8,60.0,70.0,/m/07qlf79
qBnht_mI3Hw,170.0,180.0,/m/07qlf79
qBoPg705aUU,70.0,80.0,/m/03vt0
qBvYL4eXIUk,30.0,40.0,/m/06_fw
qC4eGJPsfvA,540.0,550.0,/m/06_fw
qC6i3N8zAEE,120.0,130.0,/m/0_ksk
qCApiOwKBi0,50.0,60.0,/m/02k_mr
qCWoFUGnOIc,10.0,20.0,/m/02k_mr
qCYTXRzIqsM,30.0,40.0,/m/05kq4
qCnXZZwPWKQ,0.0,10.0,/m/06_fw
qCuoioaLsl0,30.0,40.0,/m/03vt0
qD5eTKgpzYQ,0.0,10.0,/m/06mb1
qD86uQta5H4,80.0,90.0,/m/02k_mr
qD8qkvXMVHw,360.0,370.0,/m/0g6b5
qDBO_QJIyxw,0.0,10.0,/m/0g6b5
qDM0kcEWjYs,280.0,290.0,/m/0g6b5
qDd8TSE7fhQ,30.0,40.0,/m/06_fw
qDeKbLdJ4Mc,60.0,70.0,/m/06_fw
qDpuW6FhDDM,120.0,130.0,/m/06_fw
qE1qyYGXmMg,10.0,20.0,/m/0g6b5
qEfuUITxTuk,50.0,60.0,/m/0199g
qErxs0eK6E8,220.0,230.0,/m/03vt0
qFAzJg9hwNo,290.0,300.0,/m/06_fw
qFNhpWU6Lmc,20.0,30.0,/m/06mb1
qFUJPitqgas,200.0,210.0,/m/03k3r
qFYQL9uVH-I,110.0,120.0,/m/06_fw
qG3AggmK-qE,160.0,170.0,/m/06_fw
qGOIwH6KwhA,30.0,40.0,/m/05kq4
qGsmw8v9Uqg,190.0,200.0,/m/0g6b5
qGyjjhCT8sw,30.0,40.0,/m/0199g
qH62OUNC-8s,200.0,210.0,/m/03vt0
qHP3wLDG-HI,190.0,200.0,/m/07qlf79
qHh8gLBxitM,70.0,80.0,/m/06mb1
qHlSm-YyvII,30.0,40.0,/m/07qlf79
qHqHtIXKPok,50.0,60.0,/m/02k_mr
qIRSbmYB7aA,30.0,40.0,/m/06_fw
qIZwEPSb3to,0.0,10.0,/m/06_fw
qIbLiRoVQ0k,50.0,60.0,/m/06mb1
qJ-QgxNg_ZI,120.0,130.0,/m/07qlf79
qJ8QjFjFeJw,30.0,40.0,/m/07qlf79
qJGjDdyhd_s,30.0,40.0,/m/05kq4
qJJsbcsNsUA,30.0,40.0,/m/07qlf79
qJPwczGu-OQ,0.0,10.0,/m/0g6b5
qJa-2Hgd2fg,30.0,40.0,/m/03vt0
qJb3zvsEGrI,10.0,20.0,/m/0g6b5
qJpUVkhsVfk,30.0,40.0,"/m/03k3r, /m/06_fw"
qJqE_nNPdBs,130.0,140.0,/m/02k_mr
qJsmFgJljXg,5.0,15.0,/m/0199g
qK3whSXu1Rs,320.0,330.0,/m/0g6b5
qK4iTt1--0o,210.0,220.0,/m/03vt0
qKBHl_BmF_Y,130.0,140.0,/m/0_ksk
qKzJzAwdsS0,30.0,40.0,/m/05kq4
qL0m01LxXpY,0.0,10.0,/m/06_fw
qL4AA1WmFBA,0.0,10.0,/m/06_fw
qLCG9GBri1w,10.0,20.0,/m/0g6b5
qLr33YxvIsg,30.0,40.0,/m/0199g
qMU1l6N94qI,100.0,110.0,/m/0_ksk
qMXaE7NkyyU,30.0,40.0,/m/0_ksk
qN2TmJV-blo,0.0,10.0,/m/06_fw
qN9uWRYhILs,40.0,50.0,/m/03k3r
qNJjLomB1zc,240.0,250.0,/m/02k_mr
qNPNA4djpuc,30.0,40.0,/m/07qlf79
qNvGOJ6wWA4,30.0,40.0,/m/07qlf79
qNzu0aGuRgY,110.0,120.0,/m/06_fw
qO7BA_DyXUQ,60.0,70.0,/m/0_ksk
qONOrjyPDrU,70.0,80.0,/m/03k3r
qOal_Z0LnQ4,0.0,7.0,/m/0g6b5
qOdybBQqWWw,30.0,40.0,/m/06mb1
qOecursDybk,0.0,10.0,/m/06mb1
qOmm37bMkf0,60.0,70.0,/m/0_ksk
qOs17_JUm68,170.0,180.0,/m/05kq4
qOvVvjJNY4E,120.0,130.0,/m/0199g
qP6LnnagfeQ,110.0,120.0,/m/05kq4
qPJPy3en3ZI,10.0,20.0,/m/03k3r
qPmsySghE_s,27.0,37.0,/m/07qlf79
qPvK5Fcjusg,470.0,480.0,/m/03vt0
qPwq5vaw5Kc,20.0,30.0,/m/03k3r
qPxms4PVRik,130.0,140.0,/m/05kq4
qQ-0hc4JvDk,250.0,260.0,/m/03vt0
qQ0keZVjROw,30.0,40.0,/m/05kq4
qQ4tZhsTQB4,30.0,40.0,/m/06mb1
qQAHrWc5v8w,30.0,40.0,/m/05kq4
qQDc-4ZENvM,10.0,20.0,/m/0g6b5
qQI8tV6ZPVE,130.0,140.0,/m/06_fw
qQNg-kcHRYw,20.0,30.0,/m/06_fw
qQQC57iRvbU,20.0,30.0,/m/06_fw
qQd28tf3ei4,30.0,40.0,/m/02k_mr
qQflbUg-ZCo,130.0,140.0,/m/0199g
qQhmR1xX1cs,10.0,20.0,/m/07qlf79
qRL-MvTtGi0,170.0,180.0,/m/0_ksk
qRXvLoUtE_Q,120.0,130.0,/m/05kq4
qRhXW0D4HXs,20.0,30.0,/m/05kq4
qRp6EslWDjc,80.0,90.0,/m/06_fw
qRyswmKcN_Q,7.0,17.0,/m/06mb1
qS7AFNl6qr0,0.0,5.0,/m/05kq4
qSCPTUEqw9Q,200.0,210.0,/m/06_fw
qSE8XsGm8OE,60.0,70.0,/m/06_fw
qSQBC44oC_g,0.0,10.0,/m/06mb1
qSWTahYu838,30.0,40.0,/m/05kq4
qSXgiIwEYuw,30.0,40.0,/m/07qlf79
qSueom1wErg,80.0,90.0,/m/07qlf79
qTFHp00IMEI,80.0,90.0,/m/06_fw
qTW3Hlr_4d8,180.0,190.0,/m/0_ksk
qTXE7JHU20w,30.0,40.0,/m/02k_mr
qTXtOvGEzLM,250.0,260.0,/m/05kq4
qTnH1POZUYE,90.0,100.0,/m/02k_mr
qTzPNaKzjmk,20.0,30.0,/m/03vt0
qU-Knq3aIxw,0.0,10.0,/m/06_fw
qU5DGhMkU7o,20.0,30.0,/m/02k_mr
qU6ye32jaiU,370.0,380.0,/m/0g6b5
qUA_ri3Afc0,5.0,15.0,/m/0g6b5
qUVH7FfhZYE,2.0,12.0,/m/07qlf79
qUZ6GVABf3U,540.0,550.0,/m/0_ksk
qUuFqZuzk5o,50.0,60.0,/m/06mb1
qUvE2nF6DkU,20.0,30.0,/m/06_fw
qV2V_wjKi94,30.0,40.0,/m/06_fw
qVG1g0dfVDA,300.0,310.0,/m/0g6b5
qVJhKFM0qFY,20.0,30.0,/m/06mb1
qVRZUWbInjc,20.0,30.0,/m/03k3r
qVj_AKZp6WE,140.0,150.0,/m/06_fw
qVw6rHOHAzU,30.0,40.0,/m/07qlf79
qVxutJ6ht-c,60.0,70.0,/m/03vt0
qW3yuH_LctA,100.0,110.0,/m/05kq4
qW68TnPyXpw,60.0,70.0,/m/0_ksk
qW8OtZv0B_0,30.0,40.0,/m/0_ksk
qW91HAm8x8E,360.0,370.0,/m/05kq4
qWYncqPSy9A,60.0,70.0,/m/03vt0
qWsBFxaZLiw,30.0,40.0,/m/06mb1
qWujOY_s6lY,0.0,10.0,/m/0g6b5
qX4ILHsQUgo,20.0,30.0,/m/0g6b5
qXH67LemQ3U,20.0,30.0,/m/0199g
qXMeoMiXYBA,4.0,14.0,/m/03vt0
qXUBl6ljBjQ,150.0,160.0,/m/0_ksk
qXg_DYNXr3E,90.0,100.0,/m/05kq4
qXi0vXVTw2Y,30.0,40.0,/m/0199g
qXvkT42_h9Q,30.0,40.0,/m/0199g
qXy36PmmrGA,0.0,10.0,/m/06_fw
qY24eH774yg,30.0,40.0,/m/0_ksk
qY2GRJe3tbk,20.0,30.0,/m/03k3r
qYC8sPCe1WU,440.0,450.0,/m/0199g
qYEEKuCl2VY,190.0,200.0,/m/06mb1
qY_RUCg4_V8,410.0,420.0,/m/05kq4
qYs2u-RNX8E,30.0,40.0,/m/07qlf79
qYtf8fNxdPo,200.0,210.0,/m/02k_mr
qZ2fdmvFleE,80.0,90.0,/m/03k3r
qZBlB0piIh4,80.0,90.0,/m/0_ksk
qZOoAsaCsHA,360.0,370.0,/m/0199g
qZUANrdidxQ,380.0,390.0,/m/03vt0
qZeSbJYcPrw,120.0,130.0,/m/02k_mr
qZvIQHdTHxI,10.0,20.0,/m/03k3r
q_319smF3k8,30.0,40.0,/m/0199g
q_J5kEvnbDs,90.0,100.0,/m/03k3r
q_feH07NbEU,10.0,20.0,/m/0_ksk
q_r7zEUiRjg,110.0,120.0,/m/03k3r
q_rcWax9fLU,27.0,37.0,/m/07qlf79
qa4kFZs_UKw,90.0,100.0,/m/0g6b5
qa6KrcQwYcQ,30.0,40.0,/m/06mb1
qaCVkW0FNG0,30.0,40.0,/m/05kq4
qadKnHNWfyA,280.0,290.0,/m/03k3r
qadmKrM0ppo,20.0,30.0,/m/06_fw
qafgQUPC39o,40.0,50.0,/m/0g6b5
qakN0JNbpcU,170.0,180.0,/m/03vt0
qatK-Bx8Q_Y,30.0,40.0,/m/07qlf79
qaxPcQR6maY,60.0,70.0,/m/05kq4
qbKhAePDCbE,50.0,60.0,/m/06mb1
qbXt2wr1FkQ,0.0,8.0,/m/07qlf79
qbY2Y_SD6ec,0.0,10.0,/m/03k3r
qbYRkdadgVg,340.0,350.0,/m/03vt0
qbaF3l2kWhE,340.0,350.0,/m/0g6b5
qcItNT2p5p4,370.0,380.0,/m/07qlf79
qcN5fHXGc6A,40.0,50.0,/m/03k3r
qcbaNeEn7V8,30.0,40.0,/m/0199g
qccrYCd09hA,40.0,50.0,/m/06_fw
qd1NFtenqvM,30.0,40.0,/m/0199g
qdfqCZglbL8,20.0,30.0,/m/0g6b5
qdrqhvCHTB4,22.0,32.0,/m/02k_mr
qe7Sd8AmAss,470.0,480.0,/m/06_fw
qe89yycdL7o,50.0,60.0,/m/0g6b5
qeHC26EwKu4,30.0,40.0,/m/07qlf79
qeN9Ew9wMB4,30.0,40.0,/m/0199g
qevf-_drrn0,110.0,120.0,/m/0_ksk
qevsdJi7P6E,30.0,40.0,/m/02k_mr
qf0V8kN1Zk0,25.0,35.0,/m/0_ksk
qf3heYz7Maw,10.0,20.0,/m/03vt0
qfH4pU20s6w,40.0,50.0,/m/0_ksk
qfWlkFUTmNU,60.0,70.0,/m/02k_mr
qfcb6y2pIV8,0.0,10.0,/m/05kq4
qfvzeasLCmY,110.0,120.0,/m/0g6b5
qgAOYgWPYns,30.0,40.0,/m/0199g
qgTTz_4H_uk,0.0,10.0,/m/03vt0
qgdbhx0D_vo,80.0,90.0,/m/03vt0
qgn8UVHmt3Y,180.0,190.0,/m/02k_mr
qgtSMcmMGyQ,100.0,110.0,/m/03vt0
qgxS-skTEL8,90.0,100.0,/m/0g6b5
qh4Ooh2QPjE,30.0,40.0,/m/02k_mr
qhCoeY5pNZU,30.0,40.0,/m/07qlf79
qhGUb8CHKK0,30.0,40.0,/m/02k_mr
qhNYaPQ4l4s,120.0,130.0,/m/0g6b5
qhSAilVtehQ,30.0,40.0,/m/0_ksk
qhTAii85uR4,260.0,270.0,/m/06mb1
qhfw-eOKtpk,30.0,40.0,/m/07qlf79
qhl793E1_Rg,110.0,120.0,/m/0_ksk
qhpTZnofy2w,40.0,50.0,/m/06_fw
qhqvJszBZSk,120.0,130.0,/m/0_ksk
qhwFk-64IBw,320.0,330.0,/m/0_ksk
qhwiXNkowc4,30.0,40.0,/m/03vt0
qhy7wB7Cq5E,50.0,60.0,/m/03vt0
qiBpZAaqMFw,30.0,40.0,/m/06mb1
qiCjzpouFss,250.0,260.0,/m/06_fw
qiE3upkNgKg,50.0,60.0,/m/06_fw
qiEUMBgLYsA,210.0,220.0,/m/05kq4
qiV9y9K1vAk,30.0,40.0,/m/07qlf79
qj36ouJSLCs,40.0,50.0,/m/06mb1
qjKyRclZdTI,20.0,30.0,/m/03vt0
qjZ3wx3N8EI,30.0,40.0,/m/02k_mr
qjZqMI1kCSc,30.0,40.0,/m/06mb1
qjlPexB2uVI,40.0,50.0,/m/03vt0
qjyCDucrm2U,30.0,40.0,/m/07qlf79
qk-H4PdjEFc,110.0,120.0,/m/0_ksk
qk983KjYl2o,480.0,490.0,/m/06mb1
qkIqBs3XvBk,200.0,210.0,/m/06_fw
qkeyk_nJZIY,30.0,40.0,/m/06mb1
qkq80oTXW-M,120.0,130.0,/m/02k_mr
qlI9qvX9s5k,110.0,120.0,/m/05kq4
qlM9cgCdRtw,6.0,16.0,/m/07qlf79
qlMAinK0_Q0,30.0,40.0,/m/06_fw
qlmBtszaJSg,30.0,40.0,/m/07qlf79
qm-ulARQ314,20.0,30.0,/m/06_fw
qmC_lY2jCss,60.0,70.0,/m/0g6b5
qmDNjcLU6M0,150.0,160.0,/m/05kq4
qmR7ywSqo1U,20.0,30.0,/m/0g6b5
qmZSVk9_1O8,10.0,20.0,/m/0199g
qmcCtLp8smE,210.0,220.0,/m/02k_mr
qn2eM4X0XmA,20.0,30.0,/m/03vt0
qn3py98NV_E,500.0,510.0,/m/06mb1
qn76EWSFVPQ,30.0,40.0,/m/0199g
qnFC7x7pA6A,0.0,6.0,/m/07qlf79
qnG8Wxe3L0A,30.0,40.0,/m/0_ksk
qnzuin_nVtU,420.0,430.0,/m/03vt0
qo9rx9lA8xU,100.0,110.0,/m/0_ksk
qoBvK4G-8jQ,30.0,40.0,/m/05kq4
qoW7rW_EsjY,110.0,120.0,/m/0_ksk
qo_fVW4Hf9M,150.0,160.0,/m/05kq4
qoaFZjHuuUY,90.0,100.0,/m/05kq4
qotzUsW-YK0,70.0,80.0,/m/02k_mr
qoukbX6Gdx4,300.0,310.0,/m/0_ksk
qp2ubjFtC6E,180.0,190.0,/m/0g6b5
qpVxc2g8yEw,0.0,10.0,/m/03vt0
qpkBqKrxucI,110.0,120.0,/m/03vt0
qpkU01Wdnfw,30.0,40.0,/m/02k_mr
qpqZjgHbTaA,60.0,70.0,/m/06_fw
qq1BzbZR8mk,310.0,320.0,/m/0_ksk
qq1M3KymUsQ,210.0,220.0,/m/03vt0
qqPUbIXDQG8,300.0,310.0,/m/0_ksk
qqVAWaueABs,340.0,350.0,/m/03k3r
qqv5YJ4pQXM,120.0,130.0,/m/0_ksk
qrEg1espyoA,30.0,40.0,/m/07qlf79
qrL04MJlvY4,30.0,40.0,/m/03vt0
qrhbj-NnTxo,220.0,230.0,/m/06_fw
qrpavPZkTdQ,230.0,240.0,/m/0_ksk
qs28Cfa5w6Q,200.0,210.0,/m/0g6b5
qs3gjtxuHjk,30.0,40.0,/m/07qlf79
qs75bXP1g-c,90.0,100.0,/m/0g6b5
qs8_eFBCB8E,40.0,50.0,/m/05kq4
qsBD-ejlTFw,60.0,70.0,/m/06_fw
qsBsHoF8w4E,60.0,70.0,/m/03vt0
qsQkOimAbqg,10.0,20.0,/m/0_ksk
qsZbia_Bx2o,10.0,20.0,/m/0g6b5
qs_YUqOh00g,30.0,40.0,/m/07qlf79
qsrubTi7BXM,440.0,450.0,/m/06_fw
qt1H-VzLZ6U,10.0,20.0,/m/0g6b5
qt5DWu8O8Jc,80.0,90.0,/m/0199g
qtAX5H-cPTo,20.0,30.0,/m/05kq4
qtQ88VhB-JA,0.0,10.0,/m/0g6b5
qtVXUu1MWHw,220.0,230.0,/m/0_ksk
qtjU8Mzs0IA,20.0,30.0,/m/0_ksk
qtk3YLUhbK8,290.0,300.0,/m/05kq4
qtqZQEbXlsU,110.0,120.0,/m/02k_mr
qttdTweGHPQ,170.0,180.0,/m/05kq4
qu0M3Xza2E0,30.0,40.0,/m/0_ksk
qu4BmpgdGSQ,0.0,6.0,/m/03k3r
quBKijPhXZ4,30.0,40.0,/m/07qlf79
quOLJIEI3Po,30.0,40.0,/m/0g6b5
quR6byxvCIY,10.0,20.0,/m/03vt0
qucMiaknozM,23.0,33.0,/m/0199g
qv6qvdjSmbA,90.0,100.0,/m/0_ksk
qvHQ8NB3SkU,350.0,360.0,/m/02k_mr
qvMnDcvxlz0,200.0,210.0,/m/06_fw
qvN434pedkQ,30.0,40.0,/m/06mb1
qvXd9yTSdE4,0.0,10.0,/m/0g6b5
qw90EwhiX64,30.0,40.0,/m/05kq4
qwHKRATnQTw,180.0,190.0,/m/05kq4
qwI2hhleZuc,20.0,30.0,/m/0g6b5
qwN4fQL4Izk,30.0,40.0,/m/05kq4
qwSLTzOwKBQ,10.0,20.0,/m/0g6b5
qwXkvYFdYlU,250.0,260.0,/m/02k_mr
qwn7MKVMsm4,0.0,10.0,/m/03vt0
qwp58lN0YLA,30.0,40.0,/m/06mb1
qwtYWZ4aMXE,50.0,60.0,"/m/03k3r, /m/06mb1"
qx9Gw1c7-Is,90.0,100.0,/m/06_fw
qxJ-jwcejpo,30.0,40.0,/m/05kq4
qxetWYHhZj0,60.0,70.0,/m/0g6b5
qxmhkvwFcJc,30.0,40.0,/m/07qlf79
qxo0tB27vbc,170.0,180.0,/m/05kq4
qxxuCMh_M3w,100.0,110.0,/m/06_fw
qy4rHdLVph4,90.0,100.0,/m/05kq4
qy9m-loFCI4,80.0,90.0,/m/06_fw
qyFXCEVucjI,0.0,10.0,/m/02k_mr
qyKRfJjh16U,30.0,40.0,/m/02k_mr
qyLOtNBovV4,110.0,120.0,/m/03k3r
qyLUXjhAR7Y,0.0,10.0,/m/05kq4
qz1MozlBPk0,0.0,10.0,/m/0199g
qz7UBSeIcV8,30.0,40.0,/m/0199g
qz81KMQB8B4,23.0,33.0,/m/07qlf79
qzHFfGnDu-o,110.0,120.0,/m/02k_mr
qzNrGCL46pI,530.0,540.0,/m/03vt0
qzO0POBh6yg,30.0,40.0,/m/06mb1
qzRfrBxqrnM,90.0,100.0,/m/03vt0
qzy-KWlmlgc,30.0,40.0,/m/07qlf79
r--bvtqyXzs,30.0,40.0,/m/06mb1
r-3YhbNNvHM,30.0,40.0,/m/0199g
r-89FIKd9Gs,30.0,40.0,/m/0_ksk
r-C5Lp2Eilo,10.0,20.0,/m/06_fw
r-FfNl8Ld9k,30.0,40.0,/m/06mb1
r-GYAZnGGPA,0.0,10.0,/m/03vt0
r-Mauf51s98,30.0,40.0,/m/07qlf79
r-QQDv3qOB0,11.0,21.0,/m/02k_mr
r-i2XyFdWLQ,90.0,100.0,/m/05kq4
r01zJDgylOc,20.0,30.0,/m/05kq4
r066wf1c2UY,480.0,490.0,/m/03vt0
r06LGGBpaFE,0.0,10.0,/m/06mb1
r0C296LTYMQ,100.0,110.0,/m/02k_mr
r0HAAW32uLQ,40.0,50.0,/m/0g6b5
r0HuaHCQVSo,90.0,100.0,/m/06_fw
r0JzRkmYhmA,30.0,40.0,/m/07qlf79
r0P-WU-eE-o,110.0,120.0,/m/02k_mr
r0cc4roN1pU,30.0,40.0,/m/07qlf79
r0imPdgtp3Q,420.0,430.0,/m/05kq4
r0nCKAiUSSc,130.0,140.0,/m/02k_mr
r14OmzsJEnw,100.0,110.0,/m/06_fw
r1VSS9jCO9s,10.0,20.0,/m/06mb1
r1dwaS1j0js,210.0,220.0,/m/05kq4
r1f7atmhYT0,320.0,330.0,/m/03k3r
r1lUu6EWu0s,40.0,50.0,/m/0_ksk
r26PSVQ37vI,240.0,250.0,/m/02k_mr
r2Cb3KbnZis,350.0,360.0,/m/02k_mr
r2F9i36ZRak,60.0,70.0,/m/06_fw
r2c1_6FOnLg,30.0,40.0,/m/03vt0
r2ym_a5avyI,30.0,40.0,/m/05kq4
r3-Eh_bfz1o,190.0,200.0,/m/02k_mr
r37vmv5gUY0,140.0,150.0,/m/02k_mr
r3FrVv1qr28,30.0,40.0,/m/06mb1
r3TD4lkQRPc,90.0,100.0,/m/0_ksk
r3bZbeqGi8Q,0.0,10.0,/m/02k_mr
r3e1ekH3Ris,60.0,70.0,/m/07qlf79
r3oVndrBOFc,160.0,170.0,/m/03k3r
r3su9Yz7XFo,120.0,130.0,/m/02k_mr
r4IhuJkhIOw,70.0,80.0,/m/03k3r
r4JRWIdifcg,240.0,250.0,/m/0g6b5
r4JZHs6f22A,50.0,60.0,/m/0g6b5
r4Yj4Xf3KO4,30.0,40.0,/m/07qlf79
r4iWXE9dPHc,0.0,10.0,/m/03vt0
r4uGXhmgF4g,80.0,90.0,/m/02k_mr
r4y4qdMsYg4,0.0,7.0,/m/07qlf79
r5BBTwo-_A0,6.0,16.0,/m/05kq4
r5Sn1magTQY,40.0,50.0,/m/0199g
r5Ufic61_sE,420.0,430.0,/m/03vt0
r5i067Y5Ulk,80.0,90.0,/m/02k_mr
r5paaG6Pfbk,290.0,300.0,/m/02k_mr
r5rbbE_VRm0,310.0,320.0,/m/0199g
r6HU-5PKMG4,30.0,40.0,/m/06_fw
r6Zv7yDoB80,380.0,390.0,/m/03vt0
r6p-xeI3BbU,3.0,13.0,/m/07qlf79
r7MQl0wjn-Q,10.0,20.0,/m/0_ksk
r7dfKLPUCRM,160.0,170.0,/m/06mb1
r7ijigl3oh4,30.0,40.0,/m/07qlf79
r7pwATMXSe0,30.0,40.0,/m/06_fw
r7sMtg0Zxyg,30.0,40.0,/m/06_fw
r8261x7U7U4,30.0,40.0,/m/0199g
r85ORno3_C4,30.0,40.0,/m/07qlf79
r87xvsnYCtM,28.0,38.0,/m/0199g
r8AqKX8T89c,30.0,40.0,/m/05kq4
r8CS8xTUVzo,380.0,390.0,/m/03k3r
r8qwqGjW0v8,120.0,130.0,/m/02k_mr
r8t1qcgbVj4,70.0,80.0,/m/0_ksk
r9Ii50ZiEYU,30.0,40.0,/m/03vt0
r9dBiUZmLFw,22.0,32.0,/m/07qlf79
r9ofQ7cvACE,10.0,20.0,/m/0g6b5
r9wmLGKLKUM,70.0,80.0,/m/03vt0
r9yCl8KQIGM,10.0,20.0,/m/0_ksk
rAGft7EaBvo,50.0,60.0,/m/06_fw
rAJF_XzwfJs,6.0,16.0,/m/0199g
rAJbrNwm414,140.0,150.0,/m/05kq4
rALiuM7be60,30.0,40.0,/m/03vt0
rAXrwRdCwXk,0.0,10.0,/m/03k3r
rB6HE8fCJUA,40.0,50.0,/m/02k_mr
rBBW7K4SGos,10.0,20.0,/m/06_fw
rBJEtEu4758,300.0,310.0,/m/03k3r
rBUCIK8JRLg,30.0,40.0,/m/05kq4
rBiaIL_vF4E,160.0,170.0,/m/05kq4
rBlpXh47lYA,30.0,40.0,/m/0199g
rCiXSkpTkZg,10.0,20.0,/m/05kq4
rCpV-e8ico0,30.0,40.0,/m/03vt0
rCvuoVxS1Z4,30.0,40.0,/m/06_fw
rD2ssFTGM9Q,30.0,40.0,/m/06mb1
rDLohbCzODw,30.0,40.0,/m/06mb1
rDRZ4PQ5-Fg,10.0,20.0,/m/0g6b5
rDmco8JLVKQ,0.0,10.0,/m/0_ksk
rE0K559si7Y,50.0,60.0,/m/02k_mr
rE0i0E9fPZw,50.0,60.0,/m/05kq4
rEPUa9S5Nos,260.0,270.0,/m/06mb1
rEX0Kg5F-cc,20.0,30.0,/m/06mb1
rEX5uNIeVOM,100.0,110.0,/m/0_ksk
rEpb3mD0kPE,0.0,10.0,/m/05kq4
rEvR_xyTnDU,110.0,120.0,/m/02k_mr
rF-nf0tDKmc,30.0,40.0,/m/07qlf79
rFNQMjBLQ6A,150.0,160.0,/m/06_fw
rFTWJvdaldc,50.0,60.0,/m/02k_mr
